9709107	9707119
9903112	9801195
9811162	9310194
0005199	9802068
0102182	9810147
9901042	9510017
9709209	9707047
0206049	0003118
9707047	9611184
9707202	9607201
9703189	9502132
9703084	9607201
0112043	0001076
9606196	9603060
9703182	9609082
9605090	9211097
9707119	9611190
9903112	9811169
9707047	9309140
9709038	9510017
9605090	9602174
9706168	9705046
0007022	9907209
9702142	9603195
0110105	9803265
9411100	9409098
9603195	9602051
9605090	9402147
0205174	9710009
0206146	9906064
0005266	9912055
9611190	9507050
0005266	9812013
9612153	9510017
9911150	9204099
0112141	0110057
9411210	9402107
9805146	9403186
9503157	9303047
9801195	9309134
9812206	9204099
9710153	9507074
9710198	9509017
9705078	9307049
9702142	9602051
0112043	9709091
0007022	9906064
9611214	9603127
0202060	9906064
9712241	9509151
9707047	9507050
9609052	9603195
9705173	9511204
9707261	9705046
9806099	9706107
9709160	9609052
9806081	9710231
9903113	9710102
0206146	0010063
9708090	9609052
9707261	9603127
9610204	9605090
0104178	0001024
9709160	9709091
0105145	9701060
9602115	9507074
9811162	9204099
9507011	9505100
0102182	9802068
9508154	9505054
9910247	9812013
9709206	9709160
0202080	9202057
9609052	9602051
9812055	9603169
9907209	9906064
0102039	9202057
0209044	0012172
0102006	9505100
9403175	9402107
9702018	9510017
0110137	0006068
9710215	9705046
0109068	9906064
0006050	9411057
9712195	9705046
9703198	9510098
0005279	0003188
0206049	0110260
9706210	9607201
9610204	9602174
0105259	9808042
0008001	9707176
9606056	9603053
9606016	9603060
9903202	9710153
9611012	9609101
0001077	9702093
0108110	9912180
9712010	9509066
9611199	9503226
9911239	9402097
9709171	9705084
0103182	0102084
9706210	9410237
9709107	9608096
0104231	9608008
9705078	9510017
9708078	9603127
9611190	9509066
9402107	9309140
9710009	9709099
9605169	9510017
9608008	9405194
9705078	9609076
0105145	9707257
0002230	9906064
0003188	9808042
0001028	9812136
9609082	9507050
9701092	9607201
9611214	9510017
9710198	9510079
0001024	9907066
9607201	9510017
9611190	9609101
9710231	9603127
9707202	9606001
9903112	9510083
9709222	9701162
9611184	9602060
9710198	9608096
0109174	9903048
0002230	9902121
0112141	9210109
9505100	9411057
9707119	9701149
9806081	9706039
9909140	9606177
9910247	9910158
0101219	9707228
9706200	9606001
9610119	9308122
9710102	9510017
9712062	9411210
9707047	9705173
9611184	9509017
9512211	9502132
9607003	9411210
9812055	9802185
9609017	9509151
9809079	9502132
0108110	9503157
9806122	9603060
0006068	9906064
9901089	9802068
9907165	9802185
0111264	0104005
9505091	9411004
0105259	9912092
9909130	9906064
0202060	0009122
9709209	9701162
0103112	9711002
9510079	9308122
0202080	0102039
9708078	9510017
9904217	9701149
9704110	9503082
9805140	9510017
9710102	9608096
9709202	9701149
0010175	0001167
0106143	9907209
9911015	9909130
9703198	9611205
0110260	9301052
9509160	9507050
9611205	9603127
9709123	9612164
9907066	9905196
9702142	9302126
0107208	9701060
9411210	9309140
0103101	9905196
9912130	9806099
9602051	9510017
0204198	0108170
9805146	9603195
9611053	9402147
0003188	9912092
0101113	0001024
0106143	9906064
9611184	9308122
9510079	9509148
9903112	9808042
9510079	9411057
9806099	9603053
9602174	9512043
0004014	9906064
0003118	9906064
0001024	9905196
0201181	9703189
0109174	0008001
9912180	9411057
9803216	9803163
0109174	9906064
9609176	9507050
9707202	9209044
0012172	0003139
9801195	9507074
9710231	9608096
9803002	9711002
9802068	9710231
9709206	9603060
9903202	9510083
9803163	9609217
9505091	9503157
9805146	9204099
9411234	9308122
9606056	9606001
9709160	9510017
9507153	9308122
9903112	9710153
0108115	9903190
9811169	9602115
0202178	9711002
9611184	9608096
0112043	9608096
9606177	9510017
9608008	9405109
0202080	9411054
9706200	9603053
0102039	9411054
9709160	9609076
9603169	9411210
9706107	9707202
9509017	9410212
9712042	9309140
9606063	9602174
9701169	9603127
0103101	0001024
9605003	9510083
9408040	9302126
9907165	9812055
0203274	9906064
9709113	9705212
9711052	9603127
0103086	0102006
9708090	9608096
9611190	9411057
9706024	9510017
9611184	9309140
9706210	9503226
9709123	9707228
9710231	9607201
9911015	9906064
9509095	9303038
9701092	9510098
9310194	9204099
0004049	9701149
9702018	9601091
9901089	9211126
9611190	9610204
0112141	0102039
9910158	9812013
0008001	9509066
9705078	9704110
0103182	9906064
9811169	9801195
0105259	0001202
9606070	9509066
0204198	9903190
9611184	9507050
9601091	9410237
9709114	9301052
9509066	9505100
9602174	9411057
9611199	9509095
0002193	9802068
9707202	9612205
9712195	9508154
9510079	9508089
9711052	9512107
9911239	9303038
9706210	9508107
9512175	9411004
9805146	9510017
0107222	9903113
9702093	9607201
9507050	9505054
9709099	9602051
0112043	9703189
0101219	9710009
9511204	9510017
9811162	9806122
9709113	9602051
0111264	9906064
0110105	9705046
0105082	0010175
9507153	9411234
9612205	9209044
9701169	9510017
0005253	9802068
0107083	9710048
9606016	9603195
9908150	9204099
9704110	9603060
9901089	9503157
9710072	9202036
9708078	9705046
9803002	9802116
9811169	9605003
0107222	0008063
9707047	9610139
9706168	9705117
9806099	9606001
9606016	9602051
9612153	9607201
9701054	9607201
9903113	9803265
9611182	9607201
9810022	9808042
9812013	9204099
9903190	9902121
9411210	9402147
0001202	9808042
0001028	9712195
0003237	9906064
9710231	9708034
0111161	9611214
0005279	9808042
0110191	0001167
9604094	9411004
9801141	9607201
9805144	9509066
0005159	9801195
9710231	9705046
0103182	9701149
9507074	9403109
9612200	9308122
9512140	9509066
0101219	9510017
9508141	9211097
9703182	9607201
9705078	9608096
9912180	9505100
9802173	9710231
9908090	9905196
9911055	9909130
9701060	9603053
9606196	9510017
9608096	9510017
9612192	9611184
9705173	9701162
0204198	9903048
0107214	9911150
9911100	9812013
9510207	9411057
9709209	9509066
9609176	9609082
9706074	9509066
9903202	9903112
9602174	9508089
9802185	9712062
9809079	9703189
0107083	9906064
0103081	9906064
0110191	0005253
9508154	9507050
9701149	9307049
9702018	9410237
0108174	9801141
9811169	9510083
0004049	9912077
0110260	0105111
0001202	9810022
0005279	9810022
9912180	9611190
9712062	9509151
9709113	9607108
9703084	9406175
9604094	9503157
9612192	9507050
9912067	9903113
0208102	0003118
9409098	9402107
0104066	9609052
0001076	9703189
0004049	9405194
9511048	9411057
9611130	9607144
0004049	9606181
9602174	9602060
9702123	9612164
9710231	9705117
0001202	9912092
0201181	0004194
9810147	9802068
0005279	9912092
9903077	9802068
9706211	9510017
9806081	9510017
0202178	9810171
9609017	9507050
0110262	9302037
0010063	9911055
9510079	9509160
9703189	9411210
0102033	9706217
0102182	0005199
9701149	9510017
9704167	9411210
9302126	9302037
9905165	9706217
9911055	9906064
9803265	9712241
9509148	9410237
9706210	9509095
9612164	9510017
9710215	9701169
9811247	9606141
9603060	9602051
9703182	9701162
9710198	9211072
0202074	9410029
0107222	9912067
0009122	9906064
9411210	9310153
0004014	9510017
9611190	9510017
9610119	9411234
9903077	9602115
0003176	9903077
9709206	9602051
9908150	9812206
9710153	9605003
9706168	9508154
9709123	9510017
9609076	9609052
9706211	9309140
9802185	9411057
9903202	9507074
9805144	9712010
9709171	9603127
9707202	9403067
0002229	9410237
9701152	9510017
0206146	9911055
9901042	9609017
9611190	9512140
9707249	9605221
9712241	9609017
9609217	9510017
0111207	9906064
9512166	9409098
9709160	9611214
9911239	9710153
9611190	9510207
9701060	9606001
9609176	9508154
9706217	9211097
9701149	9607201
9705173	9607201
9611199	9303038
9509145	9508154
9712012	9705117
9705076	9505100
9611214	9603195
9611184	9512016
9908090	9907066
9912077	9912077
9403186	9302126
0207267	0003139
9510017	9507050
9907191	9202036
0112043	0004194
9512204	9202039
9611214	9606196
0204242	9906064
9912092	9808042
9703189	9506174
9603195	9603060
9812136	9712195
9611214	9602051
9712241	9411210
9802183	9802116
0002078	0001028
9812055	9509066
0202080	9210109
0004049	9405109
0107250	0010175
9606141	9202057
9710231	9709107
9810171	9711002
9607144	9605221
9707228	9510017
9710102	9708078
9709171	9510017
9907191	9804177
9507153	9507050
9603060	9510017
9709038	9707228
9707119	9510017
9602115	9510083
9704110	9603195
9802068	9609017
0208126	0101219
0012182	9905196
9612179	9406175
9710231	9508154
9602115	9209044
9609217	9607201
9703189	9402107
9709206	9607108
0005159	9710153
9709099	9603127
0002078	9812136
9605003	9309134
9801195	9710153
9709123	9709099
0104005	9705117
9802173	9709091
9912092	9810022
0103086	9602060
9709113	9701152
9709206	9609076
9710198	9609017
9706107	9606001
0204198	0101134
9612179	9609017
9606181	9405109
9509095	9503226
9704205	9402147
0209044	0207267
9707202	9706107
0105111	9301052
0004014	9911015
9912033	9812136
9710215	9603127
9210109	9202057
